146	80	3.0
146	144	1.0
146	146	22.0
147	94	1.0
147	147	106.0
148	148	30.0
149	149	3.0
150	150	8.0
151	151	13.0
152	99	1.0
152	152	36.0
153	36	4.0
153	37	1.0
153	153	9.0
154	154	7.0
155	155	8.0
156	156	4.0
157	157	4.0
158	158	4.0
159	159	6.0
160	160	4.0
161	148	4.0
161	161	6.0
162	162	5.0
163	163	5.0
164	164	4.0
165	165	13.0
166	166	3.0
167	42	4.0
167	167	4.0
168	168	9.0
169	169	4.0
170	120	6.0
170	170	17.0
171	171	5.0
172	171	1.0
172	172	12.0
173	171	1.0
173	172	1.0
173	173	9.0
174	174	5.0
175	175	9.0
176	176	3.0
177	177	13.0
178	85	1.0
178	178	31.0
179	179	7.0
180	180	3.0
181	181	7.0
182	182	4.0
183	21	2.0
183	183	11.0
184	184	4.0
185	185	4.0
186	147	3.0
186	186	12.0
187	187	4.0
188	188	7.0
189	189	19.0
190	190	11.0
191	191	8.0
192	191	3.0
192	192	5.0
193	193	4.0
194	80	1.0
194	146	3.0
194	194	3.0
195	195	11.0
196	196	3.0
197	197	5.0
198	198	6.0
199	199	5.0
200	200	3.0
201	53	1.0
201	54	2.0
201	201	7.0
202	202	4.0
203	203	5.0
204	204	7.0
205	137	5.0
205	205	30.0
206	206	4.0
207	207	4.0
208	208	6.0
209	209	5.0
210	210	3.0
211	211	4.0
212	212	12.0
213	213	8.0
214	214	5.0
215	215	61.0
216	216	8.0
217	217	5.0
218	152	3.0
218	218	7.0
219	219	5.0
220	220	3.0
221	221	5.0
222	222	5.0
223	57	1.0
223	223	7.0
224	224	4.0
225	33	1.0
225	225	12.0
226	226	9.0
227	18	1.0
227	227	8.0
228	228	10.0
229	229	9.0
230	230	4.0
231	231	3.0
232	232	5.0
233	233	3.0
234	234	5.0
235	235	4.0
236	236	6.0
237	237	11.0
238	238	7.0
239	239	11.0
240	140	1.0
240	240	6.0
241	65	1.0
241	241	8.0
242	242	3.0
243	243	9.0
244	244	8.0
245	244	7.0
245	245	13.0
246	245	2.0
246	246	4.0
247	247	12.0
248	248	5.0
249	8	2.0
249	44	3.0
249	45	1.0
249	46	1.0
249	249	4.0
250	250	7.0
251	251	5.0
252	252	4.0
253	253	6.0
254	254	10.0
255	254	3.0
255	255	6.0
256	256	5.0
257	257	8.0
258	258	6.0
259	81	2.0
259	259	5.0
260	168	1.0
260	260	17.0
261	261	36.0
262	262	9.0
263	263	7.0
264	263	7.0
264	264	9.0
265	265	4.0
266	266	4.0
267	267	4.0
268	268	15.0
269	269	3.0
270	270	7.0
271	147	3.0
271	271	5.0
272	272	4.0
273	152	4.0
273	273	6.0
274	274	7.0
275	274	1.0
275	275	3.0
276	143	3.0
276	276	7.0
277	132	2.0
277	208	1.0
277	277	6.0
278	278	4.0
279	216	1.0
279	279	4.0
280	280	4.0
281	281	7.0
282	282	4.0
283	266	3.0
283	283	7.0
284	10	1.0
284	36	1.0
284	119	3.0
284	120	1.0
284	135	2.0
284	186	2.0
284	284	103.0
285	285	5.0
286	285	3.0
286	286	4.0
287	287	4.0
288	97	1.0
288	288	3.0
289	144	3.0
289	289	14.0
290	290	10.0
291	291	5.0
292	292	3.0
293	293	3.0
294	294	9.0
295	295	7.0
296	296	5.0
297	297	7.0
298	298	4.0
299	299	5.0
300	300	6.0
301	300	4.0
301	301	5.0
302	302	3.0
303	303	4.0
304	304	12.0
305	94	4.0
305	305	6.0
306	306	9.0
307	307	5.0
308	308	4.0
309	309	7.0
310	310	4.0
311	198	1.0
311	311	28.0
312	15	2.0
312	110	2.0
312	312	4.0
313	313	4.0
314	314	5.0
315	315	9.0
316	316	6.0
317	120	5.0
317	284	1.0
317	317	12.0
318	318	14.0
319	172	2.0
319	319	8.0
320	320	4.0
321	227	1.0
321	321	3.0
322	322	22.0
323	323	3.0
324	324	13.0
325	325	5.0
326	326	6.0
327	327	4.0
328	206	4.0
328	328	19.0
329	329	7.0
330	330	6.0
331	152	4.0
331	273	2.0
331	331	4.0
332	152	1.0
332	273	1.0
332	331	1.0
332	332	6.0
333	333	3.0
334	261	1.0
334	334	31.0
335	334	3.0
335	335	4.0
336	336	4.0
337	336	4.0
337	337	17.0
338	338	4.0
339	40	1.0
339	339	19.0
340	340	4.0
341	341	5.0
342	342	4.0
343	343	5.0
344	344	4.0
345	345	4.0
346	174	1.0
346	344	4.0
346	346	23.0
347	347	3.0
348	348	3.0
349	147	3.0
349	349	30.0
350	318	5.0
350	350	50.0
351	147	2.0
351	351	6.0
352	17	3.0
352	147	1.0
352	352	50.0
353	352	3.0
353	353	4.0
354	354	42.0
355	355	4.0
356	356	4.0
357	357	7.0
358	358	3.0
359	276	1.0
359	359	3.0
360	146	1.0
360	360	11.0
361	18	6.0
361	64	2.0
361	261	1.0
361	284	2.0
361	322	1.0
361	334	2.0
361	361	70.0
362	18	3.0
362	64	3.0
362	261	1.0
362	322	1.0
362	334	2.0
362	361	34.0
362	362	69.0
363	70	2.0
363	71	1.0
363	354	1.0
363	363	4.0
364	364	4.0
365	365	14.0
366	147	2.0
366	198	6.0
366	284	1.0
366	311	3.0
366	366	56.0
367	10	1.0
367	284	4.0
367	311	1.0
367	367	21.0
368	36	2.0
368	37	1.0
368	135	8.0
368	284	2.0
368	368	13.0
369	369	4.0
370	369	3.0
370	370	6.0
371	371	5.0
372	372	8.0
373	373	3.0
374	12	1.0
374	94	1.0
374	374	9.0
375	94	2.0
375	147	2.0
375	305	1.0
375	317	1.0
375	375	12.0
376	376	5.0
377	377	6.0
378	73	1.0
378	378	5.0
379	212	2.0
379	379	12.0
380	132	2.0
380	277	4.0
380	380	5.0
381	82	1.0
381	381	7.0
382	382	4.0
383	383	5.0
384	384	4.0
385	385	4.0
386	386	4.0
387	255	1.0
387	387	3.0
388	388	3.0
389	389	3.0
390	390	5.0
391	391	9.0
392	392	8.0
393	393	8.0
394	138	2.0
394	394	33.0
395	395	3.0
396	396	3.0
397	397	7.0
398	398	7.0
399	399	12.0
400	393	1.0
400	400	7.0
401	94	3.0
401	103	2.0
401	354	1.0
401	400	1.0
401	401	24.0
402	366	1.0
402	399	10.0
402	400	2.0
402	401	1.0
402	402	27.0
403	400	1.0
403	402	1.0
403	403	9.0
404	164	2.0
404	400	1.0
404	401	3.0
404	402	4.0
404	403	1.0
404	404	20.0
405	400	3.0
405	402	1.0
405	403	1.0
405	404	1.0
405	405	5.0
406	284	2.0
406	350	1.0
406	406	25.0
407	208	1.0
407	407	5.0
408	408	14.0
409	409	7.0
410	179	1.0
410	191	1.0
410	362	1.0
410	410	10.0
411	411	8.0
412	412	3.0
413	413	5.0
414	414	3.0
415	415	4.0
416	416	4.0
417	42	1.0
417	417	5.0
418	418	3.0
419	419	6.0
420	420	4.0
421	151	1.0
421	419	1.0
421	421	27.0
422	322	3.0
422	422	10.0
423	251	1.0
423	423	4.0
424	424	3.0
425	425	22.0
426	426	4.0
427	427	7.0
428	247	1.0
428	315	1.0
428	427	1.0
428	428	20.0
429	429	8.0
430	430	5.0
431	431	4.0
432	432	3.0
433	433	4.0
434	434	4.0
435	15	1.0
435	107	1.0
435	152	1.0
435	273	1.0
435	331	1.0
435	332	1.0
435	435	44.0
436	435	1.0
436	436	12.0
437	425	5.0
437	437	7.0
438	365	2.0
438	438	10.0
439	284	1.0
439	406	1.0
439	439	4.0
440	440	3.0
441	15	2.0
441	339	2.0
441	441	90.0
442	175	1.0
442	394	2.0
442	442	6.0
443	443	9.0
444	444	5.0
445	444	1.0
445	445	4.0
446	444	1.0
446	446	11.0
447	62	1.0
447	444	3.0
447	445	1.0
447	446	3.0
447	447	29.0
448	147	1.0
448	435	3.0
448	436	1.0
448	448	12.0
449	449	12.0
450	450	10.0
451	451	6.0
452	94	2.0
452	305	2.0
452	317	4.0
452	374	2.0
452	375	3.0
452	448	1.0
452	452	17.0
453	453	6.0
454	454	4.0
455	151	2.0
455	455	3.0
456	456	8.0
457	457	6.0
458	458	6.0
459	459	9.0
460	460	4.0
461	459	4.0
461	461	10.0
462	462	7.0
463	147	1.0
463	463	12.0
464	162	1.0
464	403	2.0
464	464	7.0
465	94	1.0
465	118	1.0
465	147	2.0
465	161	1.0
465	305	2.0
465	366	1.0
465	399	1.0
465	401	1.0
465	402	1.0
465	406	3.0
465	425	1.0
465	464	1.0
465	465	74.0
466	147	3.0
466	366	2.0
466	466	5.0
467	118	2.0
467	467	6.0
468	468	7.0
469	469	3.0
470	470	4.0
471	263	5.0
471	264	6.0
471	471	6.0
472	465	1.0
472	472	11.0
473	147	1.0
473	165	1.0
473	473	4.0
474	474	10.0
475	475	3.0
476	476	6.0
477	477	3.0
478	478	13.0
479	479	4.0
480	279	2.0
480	435	1.0
480	480	4.0
481	481	4.0
482	482	9.0
483	483	7.0
484	484	15.0
485	485	8.0
486	486	8.0
487	487	5.0
488	488	10.0
489	243	1.0
489	489	3.0
490	58	3.0
490	490	7.0
491	491	12.0
492	491	2.0
492	492	4.0
493	493	3.0
494	15	1.0
494	494	3.0
495	342	4.0
495	495	29.0
496	165	1.0
496	172	1.0
496	381	1.0
496	496	30.0
497	199	1.0
497	495	3.0
497	497	4.0
498	381	1.0
498	496	1.0
498	498	5.0
499	381	1.0
499	496	2.0
499	498	1.0
499	499	12.0
500	22	2.0
500	76	3.0
500	304	1.0
500	423	1.0
500	500	37.0
501	501	3.0
502	502	3.0
503	503	8.0
504	504	5.0
505	391	1.0
505	505	12.0
506	233	1.0
506	236	1.0
506	238	2.0
506	506	11.0
507	507	5.0
508	375	1.0
508	433	1.0
508	452	1.0
508	508	17.0
509	509	4.0
510	510	3.0
511	511	9.0
512	199	1.0
512	512	6.0
513	513	7.0
514	514	4.0
515	514	4.0
515	515	4.0
516	514	3.0
516	515	3.0
516	516	9.0
517	63	1.0
517	517	4.0
518	518	3.0
519	519	3.0
520	431	2.0
520	520	3.0
521	521	9.0
522	522	3.0
523	521	2.0
523	523	3.0
524	147	1.0
524	217	1.0
524	465	1.0
524	524	17.0
525	284	2.0
525	406	4.0
525	439	1.0
525	525	10.0
526	526	5.0
527	527	6.0
528	45	2.0
528	528	4.0
529	529	3.0
530	228	2.0
530	530	43.0
531	464	1.0
531	465	5.0
531	531	5.0
532	532	4.0
533	533	3.0
534	533	3.0
534	534	3.0
535	533	3.0
535	534	3.0
535	535	4.0
536	533	3.0
536	534	3.0
536	535	3.0
536	536	4.0
537	537	3.0
538	538	4.0
539	147	1.0
539	374	1.0
539	452	1.0
539	539	12.0
540	147	1.0
540	339	1.0
540	399	4.0
540	402	4.0
540	465	1.0
540	472	2.0
540	540	74.0
541	350	1.0
541	472	2.0
541	540	1.0
541	541	8.0
542	542	3.0
543	543	3.0
544	237	1.0
544	544	4.0
545	545	4.0
546	96	2.0
546	546	3.0
547	461	2.0
547	547	7.0
548	548	4.0
549	152	1.0
549	216	1.0
549	273	1.0
549	331	1.0
549	332	1.0
549	435	2.0
549	436	1.0
549	549	14.0
550	487	3.0
550	550	12.0
551	551	4.0
552	552	5.0
553	431	4.0
553	520	2.0
553	553	11.0
554	554	3.0
555	555	4.0
556	309	3.0
556	556	3.0
557	557	5.0
558	558	5.0
559	559	5.0
560	392	4.0
560	560	7.0
561	561	9.0
562	562	4.0
563	148	1.0
563	199	1.0
563	429	3.0
563	563	17.0
564	303	1.0
564	429	4.0
564	564	9.0
565	565	3.0
566	566	7.0
567	567	12.0
568	568	6.0
569	569	8.0
570	570	4.0
571	570	1.0
571	571	3.0
572	449	3.0
572	572	4.0
573	573	4.0
574	574	3.0
575	484	3.0
575	575	17.0
576	576	7.0
577	577	4.0
578	219	2.0
578	324	1.0
578	578	3.0
579	579	8.0
580	580	9.0
581	581	8.0
582	581	4.0
582	582	7.0
583	583	6.0
584	584	9.0
585	585	6.0
586	87	2.0
586	382	2.0
586	586	8.0
587	587	6.0
588	588	3.0
589	589	5.0
590	590	4.0
591	591	13.0
592	346	1.0
592	592	4.0
593	593	6.0
594	354	1.0
594	401	3.0
594	594	7.0
595	135	4.0
595	153	4.0
595	338	1.0
595	368	2.0
595	595	19.0
596	300	2.0
596	301	2.0
596	596	6.0
597	597	4.0
598	598	4.0
599	228	1.0
599	364	4.0
599	450	3.0
599	599	26.0
600	147	1.0
600	600	3.0
601	601	4.0
602	602	3.0
603	603	4.0
604	604	9.0
605	602	2.0
605	605	5.0
606	606	6.0
607	607	3.0
608	220	1.0
608	608	5.0
609	609	4.0
610	610	15.0
611	611	5.0
612	612	5.0
613	613	10.0
614	614	4.0
615	205	1.0
615	340	1.0
615	615	7.0
616	616	4.0
617	148	5.0
617	161	1.0
617	617	10.0
618	618	3.0
619	619	5.0
620	518	2.0
620	620	9.0
621	621	4.0
622	622	3.0
623	623	4.0
624	361	1.0
624	362	2.0
624	624	10.0
625	135	1.0
625	281	1.0
625	368	2.0
625	621	1.0
625	624	2.0
625	625	35.0
626	626	8.0
627	18	3.0
627	179	1.0
627	361	7.0
627	362	6.0
627	612	1.0
627	627	67.0
628	628	8.0
629	566	5.0
629	629	5.0
630	630	9.0
631	631	3.0
632	632	3.0
633	285	4.0
633	286	2.0
633	633	6.0
634	634	4.0
635	635	8.0
636	636	11.0
637	637	4.0
638	392	1.0
638	638	10.0
639	599	2.0
639	639	3.0
640	17	3.0
640	352	5.0
640	640	5.0
641	641	8.0
642	84	1.0
642	116	2.0
642	182	1.0
642	642	19.0
643	641	3.0
643	643	5.0
644	641	4.0
644	643	5.0
644	644	6.0
645	642	1.0
645	645	5.0
646	500	1.0
646	646	17.0
647	646	4.0
647	647	4.0
648	235	1.0
648	648	5.0
649	649	4.0
650	650	4.0
651	95	1.0
651	352	1.0
651	395	1.0
651	625	1.0
651	651	11.0
652	87	2.0
652	652	7.0
653	60	1.0
653	653	23.0
654	477	3.0
654	654	7.0
655	435	1.0
655	448	1.0
655	576	1.0
655	655	4.0
656	91	2.0
656	656	11.0
657	657	3.0
658	658	9.0
659	659	3.0
660	627	2.0
660	660	23.0
661	661	4.0
662	662	4.0
663	663	5.0
664	45	1.0
664	664	4.0
665	665	4.0
666	284	1.0
666	666	9.0
667	575	1.0
667	667	20.0
668	441	4.0
668	668	6.0
669	105	1.0
669	441	3.0
669	668	3.0
669	669	8.0
670	4	6.0
670	200	1.0
670	241	1.0
670	284	3.0
670	352	3.0
670	670	29.0
671	671	3.0
672	672	8.0
673	295	7.0
673	673	18.0
674	124	1.0
674	561	4.0
674	674	15.0
675	179	1.0
675	530	7.0
675	675	8.0
676	676	6.0
677	115	1.0
677	677	5.0
678	500	1.0
678	678	17.0
679	599	1.0
679	679	5.0
680	91	1.0
680	680	5.0
681	681	4.0
682	682	3.0
683	683	3.0
684	448	1.0
684	452	1.0
684	684	7.0
685	685	13.0
686	40	2.0
686	686	14.0
687	687	5.0
688	636	1.0
688	688	7.0
689	519	1.0
689	689	10.0
690	284	1.0
690	690	5.0
691	676	1.0
691	691	3.0
692	692	5.0
693	197	2.0
693	324	1.0
693	425	1.0
693	518	3.0
693	620	5.0
693	693	38.0
694	660	4.0
694	694	13.0
695	695	5.0
696	318	5.0
696	404	3.0
696	695	4.0
696	696	22.0
697	606	2.0
697	697	9.0
698	408	3.0
698	698	8.0
699	49	1.0
699	212	2.0
699	699	4.0
700	18	1.0
700	227	4.0
700	700	6.0
701	701	4.0
702	135	2.0
702	361	2.0
702	362	1.0
702	368	2.0
702	580	1.0
702	624	4.0
702	625	10.0
702	702	42.0
703	703	7.0
704	704	5.0
705	90	1.0
705	705	4.0
706	284	1.0
706	406	1.0
706	439	2.0
706	525	1.0
706	706	13.0
707	707	4.0
708	215	6.0
708	708	6.0
709	709	4.0
710	535	1.0
710	710	4.0
711	281	1.0
711	711	4.0
712	712	3.0
713	713	3.0
714	714	5.0
715	501	3.0
715	715	4.0
716	673	1.0
716	716	8.0
717	716	3.0
717	717	9.0
718	15	1.0
718	435	2.0
718	716	2.0
718	717	1.0
718	718	18.0
719	30	1.0
719	719	5.0
720	284	1.0
720	720	5.0
721	721	3.0
722	722	3.0
723	723	4.0
724	724	4.0
725	725	8.0
726	726	7.0
727	727	4.0
728	728	3.0
729	627	2.0
729	729	4.0
730	730	4.0
731	361	2.0
731	680	1.0
731	731	3.0
732	406	1.0
732	465	1.0
732	730	4.0
732	732	7.0
733	733	3.0
734	734	5.0
735	735	4.0
736	106	1.0
736	261	1.0
736	308	1.0
736	408	2.0
736	736	13.0
737	563	1.0
737	737	4.0
738	738	3.0
739	46	1.0
739	146	1.0
739	739	4.0
740	135	8.0
740	284	2.0
740	368	3.0
740	702	1.0
740	740	10.0
741	741	5.0
742	55	2.0
742	742	7.0
743	743	5.0
744	478	1.0
744	744	17.0
745	274	1.0
745	745	5.0
746	553	1.0
746	746	4.0
747	747	7.0
748	334	1.0
748	748	8.0
749	749	5.0
750	290	1.0
750	750	13.0
751	751	10.0
752	752	3.0
753	702	1.0
753	753	16.0
754	30	2.0
754	77	4.0
754	165	4.0
754	311	1.0
754	719	4.0
754	754	33.0
755	755	12.0
756	412	1.0
756	756	4.0
757	757	4.0
758	757	4.0
758	758	4.0
759	425	1.0
759	465	1.0
759	759	5.0
760	760	4.0
761	761	15.0
762	762	20.0
763	169	2.0
763	763	5.0
764	420	1.0
764	653	2.0
764	764	16.0
765	599	1.0
765	765	7.0
766	766	4.0
767	18	1.0
767	119	1.0
767	147	9.0
767	186	6.0
767	200	2.0
767	284	18.0
767	318	1.0
767	361	7.0
767	362	7.0
767	406	6.0
767	439	3.0
767	525	5.0
767	600	1.0
767	670	1.0
767	706	8.0
767	766	4.0
767	767	106.0
768	768	5.0
769	769	16.0
770	22	15.0
770	76	1.0
770	102	4.0
770	151	3.0
770	160	1.0
770	227	1.0
770	251	5.0
770	423	1.0
770	425	1.0
770	455	3.0
770	500	5.0
770	612	1.0
770	627	4.0
770	769	10.0
770	770	168.0
771	216	3.0
771	491	1.0
771	549	1.0
771	771	13.0
772	438	1.0
772	772	5.0
773	773	4.0
774	27	1.0
774	774	10.0
775	775	14.0
776	75	1.0
776	535	1.0
776	710	1.0
776	776	8.0
777	75	1.0
777	535	1.0
777	710	1.0
777	776	7.0
777	777	8.0
778	140	5.0
778	778	6.0
779	779	29.0
780	147	1.0
780	465	1.0
780	780	10.0
781	366	4.0
781	677	1.0
781	781	11.0
782	782	4.0
783	783	3.0
784	784	8.0
785	785	4.0
786	786	4.0
787	761	1.0
787	787	3.0
788	135	2.0
788	368	2.0
788	579	1.0
788	580	1.0
788	624	2.0
788	625	5.0
788	702	22.0
788	740	1.0
788	753	1.0
788	788	40.0
789	789	8.0
790	88	1.0
790	89	2.0
790	790	3.0
791	88	1.0
791	89	1.0
791	790	1.0
791	791	3.0
792	88	1.0
792	89	2.0
792	418	2.0
792	790	3.0
792	791	3.0
792	792	20.0
793	3	2.0
793	793	11.0
794	206	1.0
794	328	1.0
794	794	4.0
795	76	1.0
795	204	5.0
795	500	5.0
795	795	18.0
796	554	1.0
796	796	4.0
797	797	6.0
798	646	4.0
798	798	9.0
799	42	2.0
799	799	20.0
800	800	8.0
801	801	3.0
802	334	1.0
802	802	5.0
803	803	4.0
804	394	1.0
804	804	3.0
805	178	4.0
805	805	4.0
806	806	4.0
807	807	12.0
808	756	1.0
808	770	5.0
808	808	23.0
809	809	8.0
810	686	2.0
810	810	7.0
811	811	4.0
812	284	1.0
812	406	2.0
812	439	1.0
812	525	2.0
812	706	1.0
812	767	5.0
812	812	5.0
813	813	3.0
814	814	9.0
815	756	2.0
815	815	10.0
816	702	1.0
816	816	4.0
817	817	12.0
818	818	3.0
819	819	5.0
820	232	1.0
820	425	1.0
820	465	2.0
820	475	1.0
820	759	1.0
820	820	44.0
821	821	4.0
822	626	1.0
822	822	5.0
823	45	1.0
823	357	1.0
823	446	1.0
823	664	1.0
823	823	8.0
824	562	1.0
824	824	8.0
825	825	4.0
826	780	1.0
826	826	4.0
827	570	3.0
827	820	2.0
827	827	8.0
828	770	2.0
828	828	16.0
829	829	8.0
830	233	2.0
830	506	1.0
830	830	3.0
831	831	4.0
832	146	2.0
832	832	4.0
833	198	2.0
833	266	4.0
833	283	6.0
833	305	2.0
833	366	7.0
833	452	2.0
833	465	1.0
833	833	26.0
834	66	3.0
834	447	2.0
834	699	1.0
834	834	8.0
835	449	6.0
835	572	1.0
835	786	1.0
835	835	10.0
836	836	7.0
837	621	1.0
837	624	1.0
837	625	7.0
837	837	7.0
838	838	4.0
839	839	3.0
840	448	1.0
840	840	20.0
841	163	1.0
841	841	8.0
842	842	10.0
843	843	9.0
844	844	8.0
845	844	7.0
845	845	10.0
846	846	3.0
847	157	3.0
847	847	7.0
848	678	3.0
848	848	10.0
849	284	1.0
849	849	7.0
850	850	4.0
851	530	1.0
851	646	3.0
851	798	2.0
851	851	9.0
852	852	3.0
853	100	2.0
853	150	1.0
853	240	1.0
853	308	3.0
853	639	1.0
853	678	2.0
853	723	1.0
853	736	1.0
853	850	1.0
853	853	28.0
854	854	5.0
855	855	3.0
856	124	4.0
856	561	3.0
856	674	4.0
856	856	20.0
857	857	9.0
858	858	3.0
859	858	3.0
859	859	3.0
860	860	7.0
861	860	5.0
861	861	5.0
862	862	3.0
863	228	2.0
863	863	6.0
864	587	2.0
864	864	4.0
865	865	10.0
866	753	1.0
866	866	3.0
867	867	3.0
868	868	21.0
869	394	1.0
869	869	16.0
870	870	5.0
871	362	2.0
871	627	2.0
871	871	23.0
872	872	3.0
873	872	3.0
873	873	3.0
874	201	2.0
874	872	3.0
874	873	3.0
874	874	8.0
875	160	2.0
875	261	1.0
875	505	1.0
875	627	4.0
875	736	3.0
875	770	1.0
875	788	1.0
875	875	25.0
876	876	9.0
877	877	3.0
878	761	3.0
878	787	3.0
878	878	7.0
879	690	2.0
879	879	4.0
880	880	5.0
881	881	10.0
882	882	4.0
883	883	5.0
884	342	1.0
884	495	10.0
884	497	2.0
884	884	21.0
885	458	3.0
885	885	11.0
886	713	1.0
886	886	5.0
887	887	6.0
888	694	2.0
888	888	10.0
889	22	1.0
889	76	1.0
889	500	4.0
889	770	4.0
889	889	9.0
890	890	11.0
891	891	8.0
892	892	12.0
893	284	2.0
893	670	3.0
893	893	5.0
894	186	1.0
894	284	3.0
894	355	1.0
894	490	1.0
894	491	2.0
894	492	1.0
894	586	1.0
894	767	1.0
894	894	31.0
895	894	2.0
895	895	3.0
896	896	25.0
897	506	1.0
897	897	17.0
898	898	5.0
899	54	2.0
899	201	1.0
899	529	1.0
899	751	1.0
899	898	1.0
899	899	40.0
900	189	3.0
900	900	5.0
901	901	4.0
902	902	8.0
903	903	7.0
904	306	2.0
904	742	1.0
904	904	3.0
905	905	3.0
906	906	6.0
907	906	6.0
907	907	6.0
908	908	7.0
909	908	1.0
909	909	5.0
910	910	4.0
911	789	1.0
911	911	10.0
912	912	5.0
913	913	5.0
914	94	3.0
914	401	2.0
914	914	7.0
915	274	2.0
915	392	1.0
915	914	2.0
915	915	9.0
916	18	1.0
916	103	1.0
916	361	1.0
916	437	1.0
916	627	9.0
916	875	1.0
916	916	12.0
917	917	5.0
918	125	1.0
918	918	4.0
919	15	1.0
919	667	1.0
919	919	7.0
920	920	9.0
921	38	1.0
921	921	9.0
922	674	1.0
922	896	1.0
922	922	31.0
923	146	3.0
923	923	6.0
924	227	1.0
924	627	1.0
924	736	1.0
924	875	2.0
924	924	5.0
925	925	6.0
926	926	3.0
927	927	5.0
928	765	1.0
928	928	4.0
929	929	9.0
930	366	1.0
930	780	1.0
930	826	2.0
930	930	4.0
931	931	4.0
932	81	4.0
932	120	1.0
932	189	3.0
932	259	2.0
932	281	3.0
932	899	1.0
932	932	31.0
933	933	30.0
934	934	7.0
935	421	3.0
935	935	6.0
936	421	1.0
936	936	8.0
937	147	1.0
937	355	1.0
937	937	7.0
938	687	3.0
938	938	4.0
939	124	1.0
939	856	3.0
939	939	4.0
940	940	18.0
941	941	3.0
942	250	1.0
942	496	1.0
942	894	1.0
942	895	1.0
942	942	40.0
943	197	1.0
943	693	2.0
943	943	4.0
944	398	4.0
944	793	2.0
944	944	10.0
945	354	2.0
945	945	4.0
946	521	1.0
946	664	1.0
946	946	27.0
947	947	6.0
948	948	4.0
949	949	5.0
950	950	3.0
951	899	4.0
951	951	9.0
952	952	4.0
953	953	7.0
954	954	4.0
955	955	4.0
956	327	4.0
956	956	5.0
957	254	1.0
957	390	1.0
957	463	1.0
957	957	6.0
958	958	3.0
959	959	6.0
960	463	2.0
960	957	2.0
960	960	4.0
961	961	4.0
962	18	1.0
962	361	3.0
962	362	3.0
962	962	4.0
963	963	4.0
964	963	2.0
964	964	4.0
965	965	15.0
966	966	3.0
967	540	1.0
967	967	3.0
968	968	7.0
969	959	2.0
969	969	4.0
970	970	3.0
971	78	1.0
971	253	3.0
971	971	18.0
972	226	1.0
972	972	11.0
973	284	4.0
973	406	1.0
973	439	1.0
